OO.X.XXXX,-1.0
XXOX.XXXX,-1.0
.XOX.XXXX,-1.0
OXOX.XXXX,-1.0
X.OX.XXXX,-1.0
..OX.XXXX,-1.0
O.OX.XXXX,-1.0
XOOX.XXXX,-1.0
.OOX.XXXX,-1.0
OOOX.XXXX,-1.0
XXX..XXXX,-1.0
.XX..XXXX,-1.0
OXX..XXXX,-1.0
X.X..XXXX,-1.0
..X..XXXX,-1.0
O.X..XXXX,-1.0
XOX..XXXX,-1.0
.OX..XXXX,-1.0
OOX..XXXX,-1.0
XX...XXXX,-1.0
.X...XXXX,-1.0
OX...XXXX,-1.0
X....XXXX,-1.0
.....XXXX,-1.0
O....XXXX,-1.0
XO...XXXX,-1.0
.O...XXXX,-1.0
OO...XXXX,-1.0
XXO..XXXX,-1.0
.XO..XXXX,-1.0
OXO..XXXX,-1.0
X.O..XXXX,-1.0
..O..XXXX,-1.0
O.O..XXXX,-1.0
XOO..XXXX,-1.0
.OO..XXXX,-1.0
OOO..XXXX,-1.0
XXXO.XXXX,-1.0
.XXO.XXXX,-1.0
OXXO.XXXX,-1.0
X.XO.XXXX,-1.0
..XO.XXXX,-1.0
O.XO.XXXX,-1.0
XOXO.XXXX,-1.0
.OXO.XXXX,-1.0
OOXO.XXXX,-1.0
XX.O.XXXX,-1.0
.X.O.XXXX,-1.0
OX.O.XXXX,-1.0
X..O.XXXX,-1.0
...O.XXXX,-1.0
O..O.XXXX,-1.0
XO.O.XXXX,-1.0
.O.O.XXXX,-1.0
OO.O.XXXX,-1.0
XXOO.XXXX,-1.0
.XOO.XXXX,-1.0
OXOO.XXXX,-1.0
X.OO.XXXX,-1.0
..OO.XXXX,-1.0
O.OO.XXXX,-1.0
XOOO.XXXX,-1.0
.OOO.XXXX,-1.0
OOOO.XXXX,-1.0
XXXXOXXXX,-1.0
.XXXOXXXX,-1.0
OXXXOXXXX,-1.0
X.XXOXXXX,-1.0
..XXOXXXX,-1.0
O.XXOXXXX,-1.0
XOXXOXXXX,-1.0
.OXXOXXXX,-1.0
OOXXOXXXX,-1.0
XX.XOXXXX,-1.0
.X.XOXXXX,-1.0
OX.XOXXXX,-1.0
X..XOXXXX,-1.0
...XOXXXX,-1.0
O..XOXXXX,-1.0
XO.XOXXXX,-1.0
.O.XOXXXX,-1.0
OO.XOXXXX,-1.0
XXOXOXXXX,-1.0
.XOXOXXXX,-1.0
OXOXOXXXX,-1.0
X.OXOXXXX,-1.0
..OXOXXXX,-1.0
O.OXOXXXX,-1.0
XOOXOXXXX,-1.0
.OOXOXXXX,-1.0
OOOXOXXXX,-1.0
XXX.OXXXX,-1.0
.XX.OXXXX,-1.0
OXX.OXXXX,-1.0
X.X.OXXXX,-1.0
..X.OXXXX,-1.0
O.X.OXXXX,-1.0
XOX.OXXXX,-1.0
.OX.OXXXX,-1.0
OOX.OXXXX,-1.0
XX..OXXXX,-1.0
.X..OXXXX,-1.0
OX..OXXXX,-1.0
X...OXXXX,-1.0
....OXXXX,-1.0
O...OXXXX,-1.0
XO..OXXXX,-1.0
.O..OXXXX,-1.0
OO..OXXXX,-1.0
XXO.OXXXX,-1.0
.XO.OXXXX,-1.0
OXO.OXXXX,-1.0
X.O.OXXXX,-1.0
..O.OXXXX,-1.0
O.O.OXXXX,-1.0
XOO.OXXXX,-1.0
.OO.OXXXX,-1.0
OOO.OXXXX,-1.0
XXXOOXXXX,-1.0
.XXOOXXXX,-1.0
OXXOOXXXX,-1.0
X.XOOXXXX,-1.0
..XOOXXXX,-1.0
O.XOOXXXX,-1.0
XOXOOXXXX,-1.0
.OXOOXXXX,-1.0
OOXOOXXXX,-1.0
XX.OOXXXX,-1.0
.X.OOXXXX,-1.0
OX.OOXXXX,-1.0
X..OOXXXX,-1.0
...OOXXXX,-1.0
O..OOXXXX,-1.0
XO.OOXXXX,-1.0
.O.OOXXXX,-1.0
OO.OOXXXX,-1.0
XXOOOXXXX,-1.0
.XOOOXXXX,-1.0
OXOOOXXXX,-1.0
X.OOOXXXX,-1.0
..OOOXXXX,-1.0
O.OOOXXXX,-1.0
XOOOOXXXX,-1.0
.OOOOXXXX,-1.0
OOOOOXXXX,-1.0
XXXXX.XXX,-1.0
.XXXX.XXX,-1.0
OXXXX.XXX,-1.0
X.XXX.XXX,-1.0
..XXX.XXX,-1.0
O.XXX.XXX,-1.0
XOXXX.XXX,-1.0
.OXXX.XXX,-1.0
OOXXX.XXX,-1.0
XX.XX.XXX,-1.0
.X.XX.XXX,-1.0
OX.XX.XXX,-1.0
X..XX.XXX,-1.0
...XX.XXX,-1.0
O..XX.XXX,-1.0
XO.XX.XXX,-1.0
.O.XX.XXX,-1.0
OO.XX.XXX,-1.0
XXOXX.XXX,-1.0
.XOXX.XXX,-1.0
OXOXX.XXX,-1.0
X.OXX.XXX,-1.0
..OXX.XXX,-1.0
O.OXX.XXX,-1.0
XOOXX.XXX,-1.0
.OOXX.XXX,-1.0
OOOXX.XXX,-1.0
XXX.X.XXX,-1.0
.XX.X.XXX,-1.0
OXX.X.XXX,-1.0
X.X.X.XXX,-1.0
..X.X.XXX,-1.0
O.X.X.XXX,-1.0
XOX.X.XXX,-1.0
.OX.X.XXX,-1.0
OOX.X.XXX,-1.0
XX..X.XXX,-1.0
.X..X.XXX,-1.0
OX..X.XXX,-1.0
X...X.XXX,-1.0
....X.XXX,-1.0
O...X.XXX,-1.0
XO..X.XXX,-1.0
.O..X.XXX,-1.0
OO..X.XXX,-1.0
XXO.X.XXX,-1.0
.XO.X.XXX,-1.0
OXO.X.XXX,-1.0
X.O.X.XXX,-1.0
..O.X.XXX,-1.0
O.O.X.XXX,-1.0
XOO.X.XXX,-1.0
.OO.X.XXX,-1.0
OOO.X.XXX,-1.0
XXXOX.XXX,-1.0
.XXOX.XXX,-1.0
OXXOX.XXX,-1.0
X.XOX.XXX,-1.0
..XOX.XXX,-1.0
O.XOX.XXX,-1.0
XOXOX.XXX,-1.0
.OXOX.XXX,-1.0
OOXOX.XXX,-1.0
XX.OX.XXX,-1.0
.X.OX.XXX,-1.0
OX.OX.XXX,-1.0
X..OX.XXX,-1.0
...OX.XXX,-1.0
O..OX.XXX,-1.0
XO.OX.XXX,-1.0
.O.OX.XXX,-1.0
OO.OX.XXX,-1.0
XXOOX.XXX,-1.0
.XOOX.XXX,-1.0
OXOOX.XXX,-1.0
X.OOX.XXX,-1.0
..OOX.XXX,-1.0
O.OOX.XXX,-1.0
XOOOX.XXX,-1.0
.OOOX.XXX,-1.0
OOOOX.XXX,-1.0
XXXX..XXX,-1.0
.XXX..XXX,-1.0
OXXX..XXX,-1.0
X.XX..XXX,-1.0
..XX..XXX,-1.0
O.XX..XXX,-1.0
XOXX..XXX,-1.0
.OXX..XXX,-1.0
OOXX..XXX,-1.0
XX.X..XXX,-1.0
.X.X..XXX,-1.0
OX.X..XXX,-1.0
X..X..XXX,-1.0
...X..XXX,-1.0
O..X..XXX,-1.0
XO.X..XXX,-1.0
.O.X..XXX,-1.0
OO.X..XXX,-1.0
XXOX..XXX,-1.0
.XOX..XXX,-1.0
OXOX..XXX,-1.0
X.OX..XXX,-1.0
..OX..XXX,-1.0
O.OX..XXX,-1.0
XOOX..XXX,-1.0
.OOX..XXX,-1.0
OOOX..XXX,-1.0
XXX...XXX,-1.0
.XX...XXX,-1.0
OXX...XXX,-1.0
X.X...XXX,-1.0
..X...XXX,-1.0
O.X...XXX,-1.0
XOX...XXX,-1.0
.OX...XXX,-1.0
OOX...XXX,-1.0
XX....XXX,-1.0
.X....XXX,-1.0
OX....XXX,-1.0
X.....XXX,-1.0
......XXX,-1.0
O.....XXX,-1.0
XO....XXX,-1.0
.O....XXX,-1.0
OO....XXX,-1.0
XXO...XXX,-1.0
.XO...XXX,-1.0
OXO...XXX,-1.0
X.O...XXX,-1.0
..O...XXX,-1.0
O.O...XXX,-1.0
XOO...XXX,-1.0
.OO...XXX,-1.0
OOO...XXX,-1.0
XXXO..XXX,-1.0
.XXO..XXX,-1.0
OXXO..XXX,-1.0
X.XO..XXX,-1.0
..XO..XXX,-1.0
O.XO..XXX,-1.0
XOXO..XXX,-1.0
.OXO..XXX,-1.0
OOXO..XXX,-1.0
XX.O..XXX,-1.0
.X.O..XXX,-1.0
OX.O..XXX,-1.0
X..O..XXX,-1.0
...O..XXX,-1.0
O..O..XXX,-1.0
XO.O..XXX,-1.0
.O.O..XXX,-1.0
OO.O..XXX,-1.0
XXOO..XXX,-1.0
.XOO..XXX,-1.0
OXOO..XXX,-1.0
X.OO..XXX,-1.0
..OO..XXX,-1.0
O.OO..XXX,-1.0
XOOO..XXX,-1.0
.OOO..XXX,-1.0
OOOO..XXX,-1.0
XXXXO.XXX,-1.0
.XXXO.XXX,-1.0
OXXXO.XXX,-1.0
X.XXO.XXX,-1.0
..XXO.XXX,-1.0
O.XXO.XXX,-1.0
XOXXO.XXX,-1.0
.OXXO.XXX,-1.0
OOXXO.XXX,-1.0
XX.XO.XXX,-1.0
.X.XO.XXX,-1.0
OX.XO.XXX,-1.0
X..XO.XXX,-1.0
...XO.XXX,-1.0
O..XO.XXX,-1.0
XO.XO.XXX,-1.0
.O.XO.XXX,-1.0
OO.XO.XXX,-1.0
XXOXO.XXX,-1.0
.XOXO.XXX,-1.0
OXOXO.XXX,-1.0
X.OXO.XXX,-1.0
..OXO.XXX,-1.0
O.OXO.XXX,-1.0
XOOXO.XXX,-1.0
.OOXO.XXX,-1.0
OOOXO.XXX,-1.0
XXX.O.XXX,-1.0
.XX.O.XXX,-1.0
OXX.O.XXX,-1.0
X.X.O.XXX,-1.0
..X.O.XXX,-1.0
O.X.O.XXX,-1.0
XOX.O.XXX,-1.0
.OX.O.XXX,-1.0
OOX.O.XXX,-1.0
XX..O.XXX,-1.0
.X..O.XXX,-1.0
OX..O.XXX,-1.0
X...O.XXX,-1.0
....O.XXX,-1.0
O...O.XXX,-1.0
XO..O.XXX,-1.0
.O..O.XXX,-1.0
OO..O.XXX,-1.0
XXO.O.XXX,-1.0
.XO.O.XXX,-1.0
OXO.O.XXX,-1.0
X.O.O.XXX,-1.0
..O.O.XXX,-1.0
O.O.O.XXX,-1.0
XOO.O.XXX,-1.0
.OO.O.XXX,-1.0
OOO.O.XXX,-1.0
XXXOO.XXX,-1.0
.XXOO.XXX,-1.0
OXXOO.XXX,-1.0
X.XOO.XXX,-1.0
..XOO.XXX,-1.0
O.XOO.XXX,-1.0
XOXOO.XXX,-1.0
.OXOO.XXX,-1.0
OOXOO.XXX,-1.0
XX.OO.XXX,-1.0
.X.OO.XXX,-1.0
OX.OO.XXX,-1.0
X..OO.XXX,-1.0
...OO.XXX,-1.0
O..OO.XXX,-1.0
XO.OO.XXX,-1.0
.O.OO.XXX,-1.0
OO.OO.XXX,-1.0
XXOOO.XXX,-1.0
.XOOO.XXX,-1.0
OXOOO.XXX,-1.0
X.OOO.XXX,-1.0
..OOO.XXX,-1.0
O.OOO.XXX,-1.0
XOOOO.XXX,-1.0
.OOOO.XXX,-1.0
OOOOO.XXX,-1.0
XXXXXOXXX,-1.0
.XXXXOXXX,-1.0
OXXXXOXXX,-1.0
X.XXXOXXX,-1.0
..XXXOXXX,-1.0
O.XXXOXXX,-1.0
XOXXXOXXX,-1.0
.OXXXOXXX,-1.0
OOXXXOXXX,-1.0
XX.XXOXXX,-1.0
.X.XXOXXX,-1.0
OX.XXOXXX,-1.0
X..XXOXXX,-1.0
...XXOXXX,-1.0
O..XXOXXX,-1.0
XO.XXOXXX,-1.0
.O.XXOXXX,-1.0
OO.XXOXXX,-1.0
XXOXXOXXX,-1.0
.XOXXOXXX,-1.0
OXOXXOXXX,-1.0
X.OXXOXXX,-1.0
..OXXOXXX,-1.0
O.OXXOXXX,-1.0
XOOXXOXXX,-1.0
.OOXXOXXX,-1.0
OOOXXOXXX,-1.0
XXX.XOXXX,-1.0
.XX.XOXXX,-1.0
OXX.XOXXX,-1.0
X.X.XOXXX,-1.0
..X.XOXXX,-1.0
O.X.XOXXX,-1.0
XOX.XOXXX,-1.0
.OX.XOXXX,-1.0
OOX.XOXXX,-1.0
XX..XOXXX,-1.0
.X..XOXXX,-1.0
OX..XOXXX,-1.0
X...XOXXX,-1.0
....XOXXX,-1.0
O...XOXXX,-1.0
XO..XOXXX,-1.0
.O..XOXXX,-1.0
OO..XOXXX,-1.0
XXO.XOXXX,-1.0
.XO.XOXXX,-1.0
OXO.XOXXX,-1.0
X.O.XOXXX,-1.0
..O.XOXXX,-1.0
O.O.XOXXX,-1.0
XOO.XOXXX,-1.0
.OO.XOXXX,-1.0
OOO.XOXXX,-1.0
XXXOXOXXX,-1.0
.XXOXOXXX,-1.0
OXXOXOXXX,-1.0
X.XOXOXXX,-1.0
..XOXOXXX,-1.0
O.XOXOXXX,-1.0
XOXOXOXXX,-1.0
.OXOXOXXX,-1.0
OOXOXOXXX,-1.0
XX.OXOXXX,-1.0
.X.OXOXXX,-1.0
OX.OXOXXX,-1.0
X..OXOXXX,-1.0
...OXOXXX,-1.0
O..OXOXXX,-1.0
XO.OXOXXX,-1.0
.O.OXOXXX,-1.0
OO.OXOXXX,-1.0
XXOOXOXXX,-1.0
.XOOXOXXX,-1.0
OXOOXOXXX,-1.0
X.OOXOXXX,-1.0
..OOXOXXX,-1.0
O.OOXOXXX,-1.0
XOOOXOXXX,-1.0
.OOOXOXXX,-1.0
OOOOXOXXX,-1.0
XXXX.OXXX,-1.0
.XXX.OXXX,-1.0
OXXX.OXXX,-1.0
X.XX.OXXX,-1.0
..XX.OXXX,-1.0
O.XX.OXXX,-1.0
XOXX.OXXX,-1.0
.OXX.OXXX,-1.0
OOXX.OXXX,-1.0
XX.X.OXXX,-1.0
.X.X.OXXX,-1.0
OX.X.OXXX,-1.0
X..X.OXXX,-1.0
...X.OXXX,-1.0
O..X.OXXX,-1.0
XO.X.OXXX,-1.0
.O.X.OXXX,-1.0
OO.X.OXXX,-1.0
XXOX.OXXX,-1.0
.XOX.OXXX,-1.0
OXOX.OXXX,-1.0
X.OX.OXXX,-1.0
..OX.OXXX,-1.0
O.OX.OXXX,-1.0
XOOX.OXXX,-1.0
.OOX.OXXX,-1.0
OOOX.OXXX,-1.0
XXX..OXXX,-1.0
.XX..OXXX,-1.0
OXX..OXXX,-1.0
X.X..OXXX,-1.0
..X..OXXX,-1.0
O.X..OXXX,-1.0
XOX..OXXX,-1.0
.OX..OXXX,-1.0
OOX..OXXX,-1.0
XX...OXXX,-1.0
.X...OXXX,-1.0
OX...OXXX,-1.0
X....OXXX,-1.0
.....OXXX,-1.0
O....OXXX,-1.0
XO...OXXX,-1.0
.O...OXXX,-1.0
OO...OXXX,-1.0
XXO..OXXX,-1.0
.XO..OXXX,-1.0
OXO..OXXX,-1.0
X.O..OXXX,-1.0
..O..OXXX,-1.0
O.O..OXXX,-1.0
XOO..OXXX,-1.0
.OO..OXXX,-1.0
OOO..OXXX,-1.0
XXXO.OXXX,-1.0
.XXO.OXXX,-1.0
OXXO.OXXX,-1.0
X.XO.OXXX,-1.0
..XO.OXXX,-1.0
O.XO.OXXX,-1.0
XOXO.OXXX,-1.0
.OXO.OXXX,-1.0
OOXO.OXXX,-1.0
XX.O.OXXX,-1.0
.X.O.OXXX,-1.0
OX.O.OXXX,-1.0
X..O.OXXX,-1.0
...O.OXXX,-1.0
O..O.OXXX,-1.0
XO.O.OXXX,-1.0
.O.O.OXXX,-1.0
OO.O.OXXX,-1.0
XXOO.OXXX,-1.0
.XOO.OXXX,-1.0
OXOO.OXXX,-1.0
X.OO.OXXX,-1.0
..OO.OXXX,-1.0
O.OO.OXXX,-1.0
XOOO.OXXX,-1.0
.OOO.OXXX,-1.0
OOOO.OXXX,-1.0
XXXXOOXXX,-1.0
.XXXOOXXX,-1.0
OXXXOOXXX,-1.0
X.XXOOXXX,-1.0
..XXOOXXX,-1.0
O.XXOOXXX,-1.0
XOXXOOXXX,-1.0
.OXXOOXXX,-1.0
OOXXOOXXX,-1.0
XX.XOOXXX,-1.0
.X.XOOXXX,-1.0
OX.XOOXXX,-1.0
X..XOOXXX,-1.0
...XOOXXX,-1.0
O..XOOXXX,-1.0
XO.XOOXXX,-1.0
.O.XOOXXX,-1.0
OO.XOOXXX,-1.0
XXOXOOXXX,-1.0
.XOXOOXXX,-1.0
OXOXOOXXX,-1.0
X.OXOOXXX,-1.0
..OXOOXXX,-1.0
O.OXOOXXX,-1.0
XOOXOOXXX,-1.0
.OOXOOXXX,-1.0
OOOXOOXXX,-1.0
XXX.OOXXX,-1.0
.XX.OOXXX,-1.0
OXX.OOXXX,-1.0
X.X.OOXXX,-1.0
..X.OOXXX,-1.0
O.X.OOXXX,-1.0
XOX.OOXXX,-1.0
.OX.OOXXX,-1.0
OOX.OOXXX,-1.0
XX..OOXXX,-1.0
.X..OOXXX,-1.0
OX..OOXXX,-1.0
X...OOXXX,-1.0
....OOXXX,-1.0
O...OOXXX,-1.0
XO..OOXXX,-1.0
.O..OOXXX,-1.0
OO..OOXXX,-1.0
XXO.OOXXX,-1.0
.XO.OOXXX,-1.0
OXO.OOXXX,-1.0
X.O.OOXXX,-1.0
..O.OOXXX,-1.0
O.O.OOXXX,-1.0
XOO.OOXXX,-1.0
.OO.OOXXX,-1.0
OOO.OOXXX,-1.0
XXXOOOXXX,-1.0
.XXOOOXXX,-1.0
OXXOOOXXX,-1.0
X.XOOOXXX,-1.0
..XOOOXXX,-1.0
O.XOOOXXX,-1.0
XOXOOOXXX,-1.0
.OXOOOXXX,-1.0
OOXOOOXXX,-1.0
XX.OOOXXX,-1.0
.X.OOOXXX,-1.0
OX.OOOXXX,-1.0
X..OOOXXX,-1.0
...OOOXXX,-1.0
O..OOOXXX,-1.0
XO.OOOXXX,-1.0
.O.OOOXXX,-1.0
OO.OOOXXX,-1.0
XXOOOOXXX,-1.0
.XOOOOXXX,-1.0
OXOOOOXXX,-1.0
X.OOOOXXX,-1.0
..OOOOXXX,-1.0
O.OOOOXXX,-1.0
XOOOOOXXX,-1.0
.OOOOOXXX,-1.0
OOOOOOXXX,-1.0
XXXXXX.XX,-1.0
.XXXXX.XX,-1.0
OXXXXX.XX,-1.0
X.XXXX.XX,-1.0
..XXXX.XX,-1.0
O.XXXX.XX,-1.0
XOXXXX.XX,-1.0
.OXXXX.XX,-1.0
OOXXXX.XX,-1.0
XX.XXX.XX,-1.0
.X.XXX.XX,-1.0
OX.XXX.XX,-1.0
X..XXX.XX,-1.0
...XXX.XX,-1.0
O..XXX.XX,-1.0
XO.XXX.XX,-1.0
.O.XXX.XX,-1.0
OO.XXX.XX,-1.0
XXOXXX.XX,-1.0
.XOXXX.XX,-1.0
OXOXXX.XX,-1.0
X.OXXX.XX,-1.0
..OXXX.XX,-1.0
O.OXXX.XX,-1.0
XOOXXX.XX,-1.0
.OOXXX.XX,-1.0
OOOXXX.XX,-1.0
XXX.XX.XX,-1.0
.XX.XX.XX,-1.0
OXX.XX.XX,-1.0
X.X.XX.XX,-1.0
..X.XX.XX,-1.0
O.X.XX.XX,-1.0
XOX.XX.XX,-1.0
.OX.XX.XX,-1.0
OOX.XX.XX,-1.0
XX..XX.XX,-1.0
.X..XX.XX,-1.0
OX..XX.XX,-1.0
X...XX.XX,-1.0
....XX.XX,0.0
O...XX.XX,0.0
XO..XX.XX,-1.0
.O..XX.XX,0.0
OO..XX.XX,0.0
XXO.XX.XX,-1.0
.XO.XX.XX,-1.0
OXO.XX.XX,-1.0
X.O.XX.XX,-1.0
..O.XX.XX,0.0
O.O.XX.XX,0.0
XOO.XX.XX,-1.0
.OO.XX.XX,0.0
OOO.XX.XX,1.0
XXXOXX.XX,-1.0
.XXOXX.XX,-1.0
OXXOXX.XX,-1.0
X.XOXX.XX,-1.0
..XOXX.XX,-1.0
O.XOXX.XX,-1.0
XOXOXX.XX,-1.0
.OXOXX.XX,-1.0
OOXOXX.XX,-1.0
XX.OXX.XX,-1.0
.X.OXX.XX,-1.0
OX.OXX.XX,-1.0
X..OXX.XX,-1.0
...OXX.XX,0.0
O..OXX.XX,0.0
XO.OXX.XX,-1.0
.O.OXX.XX,0.0
OO.OXX.XX,0.0
XXOOXX.XX,-1.0
.XOOXX.XX,-1.0
OXOOXX.XX,-1.0
X.OOXX.XX,-1.0
..OOXX.XX,0.0
O.OOXX.XX,0.0
XOOOXX.XX,-1.0
.OOOXX.XX,0.0
OOOOXX.XX,1.0
XXXX.X.XX,-1.0
.XXX.X.XX,-1.0
OXXX.X.XX,-1.0
X.XX.X.XX,-1.0
..XX.X.XX,-1.0
O.XX.X.XX,-1.0
XOXX.X.XX,-1.0
.OXX.X.XX,-1.0
OOXX.X.XX,-1.0
XX.X.X.XX,0.0
.X.X.X.XX,0.0
OX.X.X.XX,0.0
X..X.X.XX,0.0
...X.X.XX,0.0
O..X.X.XX,0.0
XO.X.X.XX,0.0
.O.X.X.XX,0.0
OO.X.X.XX,0.0
XXOX.X.XX,0.0
.XOX.X.XX,0.0
OXOX.X.XX,0.0
X.OX.X.XX,0.0
..OX.X.XX,0.0
O.OX.X.XX,0.0
XOOX.X.XX,0.0
.OOX.X.XX,0.0
OOOX.X.XX,1.0
XXX..X.XX,-1.0
.XX..X.XX,-1.0
OXX..X.XX,-1.0
X.X..X.XX,-1.0
..X..X.XX,-1.0
O.X..X.XX,-1.0
XOX..X.XX,-1.0
.OX..X.XX,-1.0
OOX..X.XX,-1.0
XX...X.XX,0.0
.X...X.XX,0.0
OX...X.XX,0.0
X....X.XX,0.0
.....X.XX,0.0
O....X.XX,0.0
XO...X.XX,0.0
.O...X.XX,0.0
OO...X.XX,0.0
XXO..X.XX,0.0
.XO..X.XX,0.0
OXO..X.XX,0.0
X.O..X.XX,0.0
..O..X.XX,0.0
O.O..X.XX,0.0
XOO..X.XX,0.0
.OO..X.XX,0.0
OOO..X.XX,1.0
XXXO.X.XX,-1.0
.XXO.X.XX,-1.0
OXXO.X.XX,-1.0
X.XO.X.XX,-1.0
..XO.X.XX,-1.0
O.XO.X.XX,-1.0
XOXO.X.XX,-1.0
.OXO.X.XX,-1.0
OOXO.X.XX,-1.0
XX.O.X.XX,0.0
.X.O.X.XX,0.0
OX.O.X.XX,0.0
X..O.X.XX,0.0
...O.X.XX,0.0
O..O.X.XX,0.0
XO.O.X.XX,0.0
.O.O.X.XX,0.0
OO.O.X.XX,0.0
XXOO.X.XX,0.0
.XOO.X.XX,0.0
OXOO.X.XX,0.1
X.OO.X.XX,0.0
..OO.X.XX,0.0
O.OO.X.XX,0.0
XOOO.X.XX,0.0
.OOO.X.XX,0.0
OOOO.X.XX,1.0
XXXXOX.XX,-1.0
.XXXOX.XX,-1.0
OXXXOX.XX,-1.0
X.XXOX.XX,-1.0
..XXOX.XX,-1.0
O.XXOX.XX,-1.0
XOXXOX.XX,-1.0
.OXXOX.XX,-1.0
OOXXOX.XX,-1.0
XX.XOX.XX,0.0
.X.XOX.XX,0.0
OX.XOX.XX,0.0
X..XOX.XX,0.0
...XOX.XX,0.0
O..XOX.XX,0.0
XO.XOX.XX,0.0
.O.XOX.XX,0.0
OO.XOX.XX,0.1
XXOXOX.XX,0.0
.XOXOX.XX,0.0
OXOXOX.XX,0.0
X.OXOX.XX,0.0
..OXOX.XX,0.0
O.OXOX.XX,0.0
XOOXOX.XX,0.0
.OOXOX.XX,0.0
OOOXOX.XX,1.0
XXX.OX.XX,-1.0
.XX.OX.XX,-1.0
OXX.OX.XX,-1.0
X.X.OX.XX,-1.0
..X.OX.XX,-1.0
O.X.OX.XX,-1.0
XOX.OX.XX,-1.0
.OX.OX.XX,-1.0
OOX.OX.XX,-1.0
XX..OX.XX,0.0
.X..OX.XX,0.0
OX..OX.XX,0.0
X...OX.XX,0.0
....OX.XX,0.0
O...OX.XX,0.0
XO..OX.XX,0.0
.O..OX.XX,0.0
OO..OX.XX,0.0
XXO.OX.XX,0.0
.XO.OX.XX,0.0
OXO.OX.XX,0.0
X.O.OX.XX,0.0
..O.OX.XX,0.0
O.O.OX.XX,0.0
XOO.OX.XX,0.0
.OO.OX.XX,0.0
OOO.OX.XX,1.0
XXXOOX.XX,-1.0
.XXOOX.XX,-1.0
OXXOOX.XX,-1.0
X.XOOX.XX,-1.0
..XOOX.XX,-1.0
O.XOOX.XX,-1.0
XOXOOX.XX,-1.0
.OXOOX.XX,-1.0
OOXOOX.XX,-1.0
XX.OOX.XX,0.0
.X.OOX.XX,0.0
OX.OOX.XX,0.0
X..OOX.XX,0.0
...OOX.XX,0.0
O..OOX.XX,0.0
XO.OOX.XX,0.0
.O.OOX.XX,0.0
OO.OOX.XX,0.0
XXOOOX.XX,0.0
.XOOOX.XX,0.0
OXOOOX.XX,0.0
X.OOOX.XX,0.0
..OOOX.XX,0.0
O.OOOX.XX,0.0
XOOOOX.XX,0.0
.OOOOX.XX,0.0
OOOOOX.XX,1.0
XXXXX..XX,-1.0
.XXXX..XX,-1.0
OXXXX..XX,-1.0
